증권종류,회사명,종목코드,업종,주요제품,상장일,결산일,대표자명,홈페이지,지역
코스닥,신한제13호스팩,474930,금융 지원 서비스업,금융 지원 서비스업,2024-04-22,12월,배성환,없음,서울특별시
코스닥,신한제12호스팩,474660,금융 지원 서비스업,금융 지원 서비스업,2024-04-15,12월,이동호,없음,서울특별시
코스닥,아이엠비디엑스,461030,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2024-04-03,12월,김태유,http://www.imbdx.com/,서울특별시
유가증권,SK이터닉스,475150,건물 건설업,건물 건설업,2024-03-29,12월,김해중,http://www.sketernix.com,경기도
코스닥,하나32호스팩,475240,금융 지원 서비스업,금융 지원 서비스업,2024-03-27,12월,박종찬,없음,서울특별시
코스닥,엔젤로보틱스,455900,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2024-03-26,12월,조남민..,http://www.angel-robotics.com/ko/,서울특별시
코스닥,제이투케이바이오,420570,기타 화학제품 제조업,기타 화학제품 제조업,2024-03-25,12월,이재섭,http://www.j2kbio.com,충청북도
코스닥,삼현,437730,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2024-03-21,12월,황성호..,http://www.samhyun.co.kr,경상남도
코스닥,오상헬스케어,036220,의료용 기기 제조업,의료용 기기 제조업,2024-03-13,12월,강철훈..,http://www.osanghc.com,경기도
코스닥,케이엔알시스템,199430,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2024-03-07,12월,김명한,http://www.knrsys.com,경기도
코스닥,비엔케이제2호스팩,473370,금융 지원 서비스업,금융 지원 서비스업,2024-03-05,12월,정민중,http://bnkspac2.com,서울특별시
코스닥,하나31호스팩,469900,금융 지원 서비스업,금융 지원 서비스업,2024-03-05,12월,한규정,없음,서울특별시
코스닥,SK증권제11호스팩,472230,금융 지원 서비스업,금융 지원 서비스업,2024-03-04,12월,최상우,없음,서울특별시
코스닥,유안타제15호스팩,473050,금융 지원 서비스업,금융 지원 서비스업,2024-02-29,12월,구태훈,없음,서울특별시
코스닥,유진스팩10호,468760,금융 지원 서비스업,금융 지원 서비스업,2024-02-29,12월,김동진,없음,서울특별시
유가증권,에이피알,278470,기타 화학제품 제조업,기타 화학제품 제조업,2024-02-27,12월,김병훈,http://apr-in.com,서울특별시
코스닥,E8,418620,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2024-02-23,12월,김진현,http://e8ight.co.kr/,서울특별시
코스닥,코셈,360350,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2024-02-23,12월,이준희,http://www.coxem.com,대전광역시
코스닥,케이웨더,068100,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2024-02-22,12월,김동식,http://www.kweather.co.kr,서울특별시
코스닥,사피엔반도체,452430,반도체 제조업,반도체 제조업,2024-02-19,12월,이명희,http://www.sapien-semicon.com,경기도
코스닥,에스피소프트,443670,상품 중개업,상품 중개업,2024-02-15,12월,이은재,http://www.spsoft.co.kr,경기도
코스닥,스튜디오삼익,415380,기타 생활용품 소매업,기타 생활용품 소매업,2024-02-06,12월,최정석,http://www.studiosamick.com,서울특별시
코스닥,신영스팩10호,472220,금융 지원 서비스업,금융 지원 서비스업,2024-02-06,12월,김용국,없음,서울특별시
코스닥,폰드그룹,472850,"섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매업",2024-02-02,12월,임종민..,http://www.pond-group.co.kr,서울특별시
코스닥,IBKS제24호스팩,469480,금융 지원 서비스업,금융 지원 서비스업,2024-02-01,12월,김강민,http://www.ibks.com,서울특별시
코스닥,레이저옵텍,199550,의료용 기기 제조업,의료용 기기 제조업,2024-02-01,12월,"주홍,..",http://www.laseroptek.com,경기도
코스닥,이닉스,452400,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2024-02-01,12월,강동호..,http://www.inics.kr,부산광역시
유가증권,엘앤에프,066970,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2024-01-29,12월,최수안,http://www.landf.co.kr/,대구광역시
코스닥,포스뱅크,105760,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2024-01-29,12월,은동욱,http://www.posbank.com/,서울특별시
코스닥,현대힘스,460930,선박 및 보트 건조업,선박 및 보트 건조업,2024-01-26,12월,최지용,http://www.hyms.kr,울산광역시
코스닥,HB인베스트먼트,440290,기타 금융업,기타 금융업,2024-01-25,12월,황유선,http://www.hbvc.co.kr,서울특별시
코스닥,드림인사이트,362990,광고업,광고업,2024-01-25,12월,김기철,http://bydream.co.kr/,서울특별시
코스닥,대신밸런스제17호스팩,471050,금융 지원 서비스업,금융 지원 서비스업,2024-01-24,12월,이문수,없음,서울특별시
코스닥,우진엔텍,457550,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2024-01-24,12월,신상연,http://www.woojinntec.com/,경기도
코넥스,세븐브로이맥주,267080,알코올음료 제조업,알코올음료 제조업,2024-01-17,12월,김강삼,http://sevenbrau.com,전북특별자치도
코스닥,한빛레이저,452190,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2024-01-04,12월,김정묵,http://www.hblaser.co.kr,대전광역시
유가증권,포스코DX,022100,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2024-01-02,12월,심민석,http://www.poscodx.com/kor/,경상북도
유가증권,DS단석,017860,기타 화학제품 제조업,기타 화학제품 제조업,2023-12-22,12월,한승욱,http://dsdansuk.com,경기도
코스닥,IBKS제23호스팩,467930,금융 지원 서비스업,금융 지원 서비스업,2023-12-22,12월,최상규,http://www.ibks.com,서울특별시
코스닥,하나30호스팩,469880,금융 지원 서비스업,금융 지원 서비스업,2023-12-22,12월,전신웅,없음,서울특별시
코스닥,씨싸이트,109670,봉제의복 제조업,봉제의복 제조업,2023-12-21,12월,김상기,http://www.c-site.co.kr,서울특별시
코스닥,블루엠텍,439580,기타 전문 도매업,기타 전문 도매업,2023-12-13,12월,김현수,http://www.bluemtec.com,경기도
코스닥,LS머트리얼즈,417200,전자부품 제조업,전자부품 제조업,2023-12-12,12월,홍영호,없음,경기도
코스닥,케이엔에스,432470,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2023-12-06,12월,정봉진,http://knssystem.com,경기도
코스닥,교보15호스팩,465320,금융 지원 서비스업,금융 지원 서비스업,2023-12-05,12월,김상도,없음,서울특별시
코스닥,와이바이오로직스,338840,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2023-12-05,12월,박영우..,http://ybiologics.com,대전광역시
코스닥,에이텀,355690,전자부품 제조업,전자부품 제조업,2023-12-01,12월,한택수,http://www.iatum.com/,서울특별시
코스닥,엔에이치스팩30호,466910,금융 지원 서비스업,금융 지원 서비스업,2023-12-01,12월,조선희,없음,서울특별시
코스닥,에이에스텍,453860,기타 화학제품 제조업,기타 화학제품 제조업,2023-11-28,12월,윤종배..,http://www.asteh.co.kr,충청남도
코스닥,그린리소스,402490,반도체 제조업,반도체 제조업,2023-11-24,12월,이종수..,http://www.greenresource.kr,인천광역시
코스닥,제이엔비,452160,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2023-11-24,12월,이정범,http://www.jnbeng.com/,경기도
코스닥,한선엔지니어링,452280,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,2023-11-24,12월,이제훈,http://www.slok.co.kr,부산광역시
유가증권,동인기연,111380,"가죽, 가방 및 유사제품 제조업","가죽, 가방 및 유사제품 제조업",2023-11-21,12월,정인수,http://www.dong-in.com/,경기도
코스닥,에코아이,448280,기타 전문 서비스업,기타 전문 서비스업,2023-11-21,12월,이수복,http://www.ecoeye.com,서울특별시
코스닥,스톰테크,352090,플라스틱제품 제조업,플라스틱제품 제조업,2023-11-20,12월,강기환..,http://www.stormtec.co.kr/,서울특별시
유가증권,에코프로머티,450080,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2023-11-17,12월,김병훈,http://ecopromaterials.com/,경상북도
코스닥,캡스톤파트너스,452300,기타 금융업,기타 금융업,2023-11-15,12월,송은강,http://cspartners.co.kr,서울특별시
코넥스,프로젠,296160,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2023-11-15,12월,김종균,http://progen.co.kr/,서울특별시
코스닥,에스와이스틸텍,365330,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",2023-11-13,12월,홍성균,http://systeeltech.com/,충청북도
코스닥,에이직랜드,445090,반도체 제조업,반도체 제조업,2023-11-13,12월,이종민,http://www.asicland.com,경기도
코스닥,한국제13호스팩,464440,금융 지원 서비스업,금융 지원 서비스업,2023-11-13,12월,김장하,없음,서울특별시
코스닥,메가터치,446540,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2023-11-09,12월,윤재홍,http://www.megatouch.co.kr/,충청남도
코스닥,비아이매트릭스,413640,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2023-11-09,12월,배영근,http://www.bimatrix.co.kr,서울특별시
코스닥,컨텍,451760,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2023-11-09,12월,이성희,http://kr.contec.kr/,대전광역시
코스닥,큐로셀,372320,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2023-11-09,12월,김건수,http://curocellbtx.com,대전광역시
코스닥,쏘닉스,088280,반도체 제조업,반도체 제조업,2023-11-07,12월,양형국,http://www.sawnics.com,경기도
코스닥,KB제27호스팩,464680,금융 지원 서비스업,금융 지원 서비스업,2023-11-03,12월,이태영,없음,서울특별시
코스닥,세니젠,188260,그외 기타 제품 제조업,그외 기타 제품 제조업,2023-11-03,12월,박정웅,http://sanigen.kr,경기도
코스닥,신시웨이,290560,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2023-11-03,12월,정재훈..,없음,서울특별시
코스닥,유진테크놀로지,240600,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,2023-11-02,12월,여현국..,http://www.yujintechnology.com/,충청북도
코스닥,유투바이오,221800,기타 과학기술 서비스업,기타 과학기술 서비스업,2023-11-02,12월,김진태,http://www.u2bio.com,서울특별시
코스닥,퀄리타스반도체,432720,반도체 제조업,반도체 제조업,2023-10-27,12월,김두호,http://q-semi.com,경기도
코넥스,미쥬,351020,봉제의복 제조업,봉제의복 제조업,2023-10-26,12월,황승주,http://lenic.co.kr,서울특별시
코스닥,워트,396470,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2023-10-26,12월,박승배..,http://wot.co.kr,경기도
코스닥,에스엘에스바이오,246250,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2023-10-20,12월,이영태,http://www.slabs.co.kr,경기도
코스닥,신성에스티,416180,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2023-10-19,12월,손태도,http://shinsungst.co.kr,경상남도
코스닥,퓨릿,445180,기초 화학물질 제조업,기초 화학물질 제조업,2023-10-18,12월,김정수,http://purit.co.kr,경상북도
코넥스,바이오텐,289170,기타 식품 제조업,기타 식품 제조업,2023-10-13,12월,김영철,http://www.bioten.co.kr,전북특별자치도
코스닥,에이치엠씨제6호스팩,462020,금융 지원 서비스업,금융 지원 서비스업,2023-10-13,12월,한웅,없음,서울특별시
코스닥,아이엠티,451220,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2023-10-10,12월,최재성,http://www.imt-c.co.kr/kor/,경기도
코스닥,레뷰코퍼레이션,443250,광고업,광고업,2023-10-06,12월,송인상,http://corp.revu.net,서울특별시
유가증권,두산로보틱스,454910,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2023-10-05,12월,박인원..,http://www.doosanrobotics.com,경기도
코스닥,신한제11호스팩,452980,금융 지원 서비스업,금융 지원 서비스업,2023-10-04,12월,오정훈,없음,서울특별시
코스닥,한싹,430690,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2023-10-04,12월,이주도,http://www.hanssak.co.kr,서울특별시
코스닥,KT밀리의서재,418470,"서적, 잡지 및 기타 인쇄물 출판업","서적, 잡지 및 기타 인쇄물 출판업",2023-09-27,12월,박현진,http://www.millie.town,서울특별시
코스닥,인스웨이브,450520,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2023-09-25,12월,어세룡,http://www.inswave.com,서울특별시
코스닥,우듬지팜,403490,"과실, 채소 가공 및 저장 처리업","과실, 채소 가공 및 저장 처리업",2023-09-19,12월,김호연,http://www.wdgfarm.com,충청남도
코스닥,코어라인소프트,384470,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2023-09-18,12월,김진국,http://www.corelinesoft.com,서울특별시
